_id,email,name,active,role
68ca158a3cf72d2806fa3b61,2079@su.edu,Elijah Santiago,True,student
68ca158a3cf72d2806fa3b62,2086@su.edu,Morgan Navarro,True,student
68ca158b3cf72d2806fa3b63,2084@su.edu,Isla Santiago,True,student
68ca158b3cf72d2806fa3b64,2087@su.edu,Ethan Reyes,True,student
68ca158c3cf72d2806fa3b65,2088@su.edu,Evelyn Torres,True,student
68ca158c3cf72d2806fa3b66,2089@su.edu,Noah Ramos,True,student
68ca158c3cf72d2806fa3b67,2090@su.edu,Zoey Guerrero,True,student
68ca158d3cf72d2806fa3b68,2094@su.edu,Reese Panganiban,True,student
68ca158d3cf72d2806fa3b69,2093@su.edu,Isla Morales,True,student
68ca158d3cf72d2806fa3b6a,2095@su.edu,Ethan Rivera,True,student
68ca158e3cf72d2806fa3b6b,2085@su.edu,Morgan Torres,True,student
68ca158e3cf72d2806fa3b6c,2092@su.edu,Zoey Morales,True,student
68ca158e3cf72d2806fa3b6d,2096@su.edu,Isla Morales,True,student
68ca158f3cf72d2806fa3b6e,2097@su.edu,Layla Mendoza,True,student
68ca158f3cf72d2806fa3b6f,2098@su.edu,Noah Panganiban,True,student
68ca158f3cf72d2806fa3b70,2091@su.edu,Mateo Mendoza,True,student
68ca15903cf72d2806fa3b71,2101@su.edu,Isla Santiago,True,student
68ca15903cf72d2806fa3b72,2099@su.edu,Sofia Garcia,True,student
68ca15913cf72d2806fa3b73,2100@su.edu,Zoey Santos,True,student
68ca15913cf72d2806fa3b74,2104@su.edu,Ava Reyes,True,student
68ca15913cf72d2806fa3b75,2103@su.edu,Morgan Santos,True,student
68ca15923cf72d2806fa3b76,2105@su.edu,Ethan Cruz,True,student
68ca15923cf72d2806fa3b77,2106@su.edu,Morgan Reyes,True,student
68ca15923cf72d2806fa3b78,2107@su.edu,Amelia Cruz,True,student
68ca15933cf72d2806fa3b79,2102@su.edu,Liam Garcia,True,student
68ca15933cf72d2806fa3b7a,2108@su.edu,Liam Mendoza,True,student
68ca15933cf72d2806fa3b7b,2112@su.edu,Sofia Garcia,True,student
68ca15943cf72d2806fa3b7c,2110@su.edu,Amelia Castro,True,student
68ca15943cf72d2806fa3b7d,2111@su.edu,Lucas Castro,True,student
68ca15943cf72d2806fa3b7e,2113@su.edu,Lucas Mendoza,True,student
68ca15953cf72d2806fa3b7f,2109@su.edu,Riley Gonzales,True,student
68ca15953cf72d2806fa3b80,2114@su.edu,Morgan DelosReyes,True,student
68ca15963cf72d2806fa3b81,2116@su.edu,Zoey Navarro,True,student
68ca15963cf72d2806fa3b82,2117@su.edu,Liam Garcia,True,student
68ca15963cf72d2806fa3b83,2118@su.edu,Elijah Ramos,True,student
68ca15973cf72d2806fa3b84,2115@su.edu,Sofia DelosReyes,True,student
68ca15973cf72d2806fa3b85,2119@su.edu,Evelyn Cruz,True,student
68ca15973cf72d2806fa3b86,2120@su.edu,Ava Ramos,True,student
68ca15983cf72d2806fa3b87,2122@su.edu,Isla DelosReyes,True,student
68ca15983cf72d2806fa3b88,2123@su.edu,Morgan Panganiban,True,student
68ca15983cf72d2806fa3b89,2124@su.edu,Elijah Santiago,True,student
68ca15993cf72d2806fa3b8a,2125@su.edu,Lucas Bautista,True,student
68ca15993cf72d2806fa3b8b,2128@su.edu,Jamie Panganiban,True,student
68ca15993cf72d2806fa3b8c,2126@su.edu,Isla Garcia,True,student
68ca159a3cf72d2806fa3b8d,2130@su.edu,Lucas Torres,True,student
68ca159a3cf72d2806fa3b8e,2131@su.edu,Zoey Bautista,True,student
68ca159b3cf72d2806fa3b8f,2129@su.edu,Morgan Panganiban,True,student
68ca159b3cf72d2806fa3b90,2133@su.edu,Ava Santos,True,student
68ca159b3cf72d2806fa3b91,2132@su.edu,Chloe Mendoza,True,student
68ca159c3cf72d2806fa3b92,2134@su.edu,Sofia Bautista,True,student
68ca159c3cf72d2806fa3b93,2121@su.edu,Zoey Torres,True,student
68ca159c3cf72d2806fa3b94,2135@su.edu,Reese Yap,True,student
68ca159d3cf72d2806fa3b95,2144@su.edu,Sofia Santiago,True,student
68ca159d3cf72d2806fa3b96,2146@su.edu,Evelyn Morales,True,student
68ca159d3cf72d2806fa3b97,2145@su.edu,Sofia Navarro,True,student
68ca159e3cf72d2806fa3b98,2139@su.edu,Ava Yap,True,student
68ca159e3cf72d2806fa3b99,2147@su.edu,Mateo Gonzales,True,student
68ca159e3cf72d2806fa3b9a,2141@su.edu,Mia Lopez,True,student
68ca159f3cf72d2806fa3b9b,2148@su.edu,Reese Santiago,True,student
68ca159f3cf72d2806fa3b9c,2149@su.edu,Mateo Gonzales,True,student
68ca15a03cf72d2806fa3b9d,2137@su.edu,Layla Mendoza,True,student
68ca15a03cf72d2806fa3b9e,2150@su.edu,Ethan Torres,True,student
68ca15a03cf72d2806fa3b9f,2151@su.edu,Layla Morales,True,student
68ca15a13cf72d2806fa3ba0,2152@su.edu,Mateo Reyes,True,student
68ca15a13cf72d2806fa3ba1,2153@su.edu,Mia Lopez,True,student
68ca15a13cf72d2806fa3ba2,2154@su.edu,Ava Rivera,True,student
68ca15a23cf72d2806fa3ba3,2155@su.edu,Sofia Lopez,True,student
68ca15a23cf72d2806fa3ba4,2156@su.edu,Morgan Reyes,True,student
68ca15a23cf72d2806fa3ba5,2159@su.edu,Noah Torres,True,student
68ca15a33cf72d2806fa3ba6,2160@su.edu,Evelyn Flores,True,student
68ca15a33cf72d2806fa3ba7,2136@su.edu,Isla Castro,True,student
68ca15a33cf72d2806fa3ba8,2158@su.edu,Mateo Guerrero,True,student
68ca15a43cf72d2806fa3ba9,2157@su.edu,Morgan Torres,True,student
68ca15a43cf72d2806fa3baa,2127@su.edu,Riley Mendoza,True,student
68ca15a53cf72d2806fa3bab,2138@su.edu,Noah Garcia,True,student
68ca15a53cf72d2806fa3bac,2142@su.edu,Mia Guerrero,True,student
68ca15a53cf72d2806fa3bad,2143@su.edu,Liam Santos,True,student
68ca15a63cf72d2806fa3bae,2140@su.edu,Sofia Ramos,True,student
68ca15a63cf72d2806fa3baf,2161@su.edu,Reese Mendoza,True,student
68ca15a63cf72d2806fa3bb0,2162@su.edu,Isla Cruz,True,student
68ca15a73cf72d2806fa3bb1,2163@su.edu,Zoey Santiago,True,student
68ca15a73cf72d2806fa3bb2,2164@su.edu,Sofia Reyes,True,student
68ca15a73cf72d2806fa3bb3,2165@su.edu,Lucas Torres,True,student
68ca15a83cf72d2806fa3bb4,2166@su.edu,Sofia Flores,True,student
68ca15a83cf72d2806fa3bb5,2168@su.edu,Jamie DelosReyes,True,student
68ca15a83cf72d2806fa3bb6,2169@su.edu,Isla Garcia,True,student
68ca15a93cf72d2806fa3bb7,2167@su.edu,Elijah Yap,True,student
68ca15a93cf72d2806fa3bb8,2170@su.edu,Zoey Guerrero,True,student
68ca15a93cf72d2806fa3bb9,2171@su.edu,Jamie Torres,True,student
68ca15aa3cf72d2806fa3bba,2172@su.edu,Amelia Mendoza,True,student
68ca15aa3cf72d2806fa3bbb,2173@su.edu,Morgan Cruz,True,student
68ca15ab3cf72d2806fa3bbc,2174@su.edu,Reese Yap,True,student
68ca15ab3cf72d2806fa3bbd,2178@su.edu,Ava Reyes,True,student
68ca15ab3cf72d2806fa3bbe,2176@su.edu,Noah Cruz,True,student
68ca15ac3cf72d2806fa3bbf,2175@su.edu,Liam Mendoza,True,student
68ca15ac3cf72d2806fa3bc0,2182@su.edu,Reese Garcia,True,student
68ca15ac3cf72d2806fa3bc1,2190@su.edu,Mateo Rivera,True,student
68ca15ad3cf72d2806fa3bc2,2185@su.edu,Elijah Mendoza,True,student
68ca15ad3cf72d2806fa3bc3,2177@su.edu,Sofia Morales,True,student
68ca15ad3cf72d2806fa3bc4,2191@su.edu,Ethan Reyes,True,student
68ca15ae3cf72d2806fa3bc5,2192@su.edu,Ethan Reyes,True,student
68ca15ae3cf72d2806fa3bc6,2184@su.edu,Mateo Reyes,True,student
68ca15ae3cf72d2806fa3bc7,2181@su.edu,Ethan Cruz,True,student
68ca15af3cf72d2806fa3bc8,2179@su.edu,Mia DelosReyes,True,student
68ca15af3cf72d2806fa3bc9,2183@su.edu,Chloe Cruz,True,student
68ca15b03cf72d2806fa3bca,2180@su.edu,Morgan Yap,True,student
68ca15b03cf72d2806fa3bcb,2186@su.edu,Reese Panganiban,True,student
68ca15b03cf72d2806fa3bcc,2194@su.edu,Lucas Santos,True,student
68ca15b13cf72d2806fa3bcd,2188@su.edu,Reese Mendoza,True,student
68ca15b13cf72d2806fa3bce,2197@su.edu,Evelyn Santos,True,student
68ca15b13cf72d2806fa3bcf,2195@su.edu,Mia Castro,True,student
68ca15b23cf72d2806fa3bd0,2187@su.edu,Lucas Mendoza,True,student
68ca15b23cf72d2806fa3bd1,2204@su.edu,Noah Torres,True,student
68ca15b23cf72d2806fa3bd2,2203@su.edu,Zoey Guerrero,True,student
68ca15b33cf72d2806fa3bd3,2202@su.edu,Sofia DelosReyes,True,student
68ca15b33cf72d2806fa3bd4,2196@su.edu,Ava Gonzales,True,student
68ca15b33cf72d2806fa3bd5,2199@su.edu,Ethan Ramos,True,student
68ca15b43cf72d2806fa3bd6,2206@su.edu,Amelia Rivera,True,student
68ca15b43cf72d2806fa3bd7,2205@su.edu,Liam DelosReyes,True,student
68ca15b53cf72d2806fa3bd8,2207@su.edu,Chloe Panganiban,True,student
68ca15b53cf72d2806fa3bd9,2209@su.edu,Reese Navarro,True,student
68ca15b53cf72d2806fa3bda,2210@su.edu,Lucas Morales,True,student
68ca15b63cf72d2806fa3bdb,2208@su.edu,Layla Yap,True,student
68ca15b63cf72d2806fa3bdc,2189@su.edu,Ava Rivera,True,student
68ca15b63cf72d2806fa3bdd,2211@su.edu,Ethan DelosReyes,True,student
68ca15b73cf72d2806fa3bde,2193@su.edu,Evelyn Garcia,True,student
68ca15b73cf72d2806fa3bdf,2212@su.edu,Amelia Reyes,True,student
68ca15b73cf72d2806fa3be0,2213@su.edu,Layla Yap,True,student
68ca15b83cf72d2806fa3be1,2200@su.edu,Layla Morales,True,student
68ca15b83cf72d2806fa3be2,2198@su.edu,Zoey Ramos,True,student
68ca15b83cf72d2806fa3be3,2215@su.edu,Reese Panganiban,True,student
68ca15b93cf72d2806fa3be4,2214@su.edu,Santiago Gonzales,True,student
68ca15b93cf72d2806fa3be5,2216@su.edu,Liam Flores,True,student
68ca15ba3cf72d2806fa3be6,2201@su.edu,Liam Rivera,True,student
68ca15ba3cf72d2806fa3be7,2217@su.edu,Chloe Gonzales,True,student
68ca15ba3cf72d2806fa3be8,2219@su.edu,Jamie Navarro,True,student
68ca15bb3cf72d2806fa3be9,2218@su.edu,Sofia Santiago,True,student
68ca15bb3cf72d2806fa3bea,2220@su.edu,Noah Gonzales,True,student
68ca15bb3cf72d2806fa3beb,2221@su.edu,Liam Yap,True,student
68ca15bc3cf72d2806fa3bec,2222@su.edu,Chloe Panganiban,True,student
68ca15bc3cf72d2806fa3bed,2223@su.edu,Liam Panganiban,True,student
68ca15bc3cf72d2806fa3bee,2225@su.edu,Ethan Panganiban,True,student
68ca15bd3cf72d2806fa3bef,2224@su.edu,Ava DelosReyes,True,student
68ca15bd3cf72d2806fa3bf0,2226@su.edu,Noah Mendoza,True,student
68ca15bd3cf72d2806fa3bf1,2227@su.edu,Elijah Morales,True,student
68ca15be3cf72d2806fa3bf2,2228@su.edu,Chloe Rivera,True,student
68ca15be3cf72d2806fa3bf3,2229@su.edu,Noah Bautista,True,student
68ca15be3cf72d2806fa3bf4,2231@su.edu,Morgan Lopez,True,student
68ca15bf3cf72d2806fa3bf5,2230@su.edu,Amelia Flores,True,student
68ca15bf3cf72d2806fa3bf6,2233@su.edu,Sofia Cruz,True,student
68ca15c03cf72d2806fa3bf7,2236@su.edu,Reese Morales,True,student
68ca15c03cf72d2806fa3bf8,2232@su.edu,Evelyn Torres,True,student
68ca15c03cf72d2806fa3bf9,2234@su.edu,Ava Navarro,True,student
68ca15c13cf72d2806fa3bfa,2237@su.edu,Riley Navarro,True,student
68ca15c13cf72d2806fa3bfb,2235@su.edu,Amelia Cruz,True,student
68ca15c13cf72d2806fa3bfc,2238@su.edu,Noah Garcia,True,student
68ca15c23cf72d2806fa3bfd,2239@su.edu,Santiago Lopez,True,student
68ca15c23cf72d2806fa3bfe,2240@su.edu,Morgan Cruz,True,student
68ca15c23cf72d2806fa3bff,2241@su.edu,Zoey Morales,True,student
68ca15c33cf72d2806fa3c00,2242@su.edu,Sofia Rivera,True,student
68ca15c33cf72d2806fa3c01,2243@su.edu,Morgan Castro,True,student
68ca15c33cf72d2806fa3c02,2244@su.edu,Jamie Lopez,True,student
68ca15c43cf72d2806fa3c03,2245@su.edu,Lucas Ramos,True,student
68ca15c43cf72d2806fa3c04,2248@su.edu,Riley Navarro,True,student
68ca15c53cf72d2806fa3c05,2246@su.edu,Layla Guerrero,True,student
68ca15c53cf72d2806fa3c06,2247@su.edu,Riley Mendoza,True,student
68ca15c53cf72d2806fa3c07,2250@su.edu,Zoey Panganiban,True,student
68ca15c63cf72d2806fa3c08,2249@su.edu,Liam Yap,True,student
68ca15c63cf72d2806fa3c09,2252@su.edu,Mia Santiago,True,student
68ca15c63cf72d2806fa3c0a,2251@su.edu,Amelia Ramos,True,student
68ca15c73cf72d2806fa3c0b,2253@su.edu,Riley Santiago,True,student
68ca15c73cf72d2806fa3c0c,2254@su.edu,Noah Panganiban,True,student
68ca15c73cf72d2806fa3c0d,2257@su.edu,Isla Flores,True,student
68ca15c83cf72d2806fa3c0e,2256@su.edu,Noah Reyes,True,student
68ca15c83cf72d2806fa3c0f,2255@su.edu,Mateo Yap,True,student
68ca15c83cf72d2806fa3c10,2258@su.edu,Isla Yap,True,student
68ca15c93cf72d2806fa3c11,2261@su.edu,Isla Navarro,True,student
68ca15c93cf72d2806fa3c12,2260@su.edu,Layla Morales,True,student
68ca15ca3cf72d2806fa3c13,2259@su.edu,Santiago Gonzales,True,student
68ca15ca3cf72d2806fa3c14,2263@su.edu,Chloe Santiago,True,student
68ca15ca3cf72d2806fa3c15,2262@su.edu,Reese Ramos,True,student
68ca15cb3cf72d2806fa3c16,2264@su.edu,Evelyn Santos,True,student
68ca15cb3cf72d2806fa3c17,2266@su.edu,Layla Navarro,True,student
68ca15cb3cf72d2806fa3c18,2267@su.edu,Liam Gonzales,True,student
68ca15cc3cf72d2806fa3c19,2265@su.edu,Lucas DelosReyes,True,student
68ca15cc3cf72d2806fa3c1a,2268@su.edu,Noah Ramos,True,student
68ca15cc3cf72d2806fa3c1b,2270@su.edu,Reese Castro,True,student
68ca15cd3cf72d2806fa3c1c,2271@su.edu,Reese Rivera,True,student
68ca15cd3cf72d2806fa3c1d,2269@su.edu,Lucas Santos,True,student
68ca15cd3cf72d2806fa3c1e,2275@su.edu,Chloe Bautista,True,student
68ca15ce3cf72d2806fa3c1f,2274@su.edu,Ethan Ramos,True,student
68ca15ce3cf72d2806fa3c20,2273@su.edu,Ethan Ramos,True,student
68ca15ce3cf72d2806fa3c21,2272@su.edu,Isla Gonzales,True,student
68ca15cf3cf72d2806fa3c22,2277@su.edu,Morgan Gonzales,True,student
68ca15cf3cf72d2806fa3c23,2276@su.edu,Sofia Bautista,True,student
68ca15d03cf72d2806fa3c24,2282@su.edu,Zoey Torres,True,student
68ca15d03cf72d2806fa3c25,2280@su.edu,Santiago Torres,True,student
68ca15d03cf72d2806fa3c26,2278@su.edu,Elijah Cruz,True,student
68ca15d13cf72d2806fa3c27,2281@su.edu,Elijah Santiago,True,student
68ca15d13cf72d2806fa3c28,2283@su.edu,Sofia Guerrero,True,student
68ca15d13cf72d2806fa3c29,2279@su.edu,Zoey Ramos,True,student
68ca15d23cf72d2806fa3c2a,2284@su.edu,Liam Santos,True,student
68ca15d23cf72d2806fa3c2b,2286@su.edu,Reese Flores,True,student
68ca15d23cf72d2806fa3c2c,2285@su.edu,Evelyn Panganiban,True,student
68ca15d33cf72d2806fa3c2d,2287@su.edu,Zoey DelosReyes,True,student
68ca15d33cf72d2806fa3c2e,2289@su.edu,Amelia Panganiban,True,student
68ca15d33cf72d2806fa3c2f,2288@su.edu,Layla Santiago,True,student
68ca15d43cf72d2806fa3c30,2291@su.edu,Zoey Guerrero,True,student
68ca15d43cf72d2806fa3c31,2292@su.edu,Mia Mendoza,True,student
68ca15d53cf72d2806fa3c32,2290@su.edu,Ethan Flores,True,student
68ca15d53cf72d2806fa3c33,2294@su.edu,Reese Mendoza,True,student
68ca15d53cf72d2806fa3c34,2298@su.edu,Ava Torres,True,student
68ca15d63cf72d2806fa3c35,2293@su.edu,Ava Mendoza,True,student
68ca15d63cf72d2806fa3c36,2302@su.edu,Noah Morales,True,student
68ca15d63cf72d2806fa3c37,2297@su.edu,Santiago Navarro,True,student
68ca15d73cf72d2806fa3c38,2295@su.edu,Lucas Garcia,True,student
68ca15d73cf72d2806fa3c39,2299@su.edu,Sofia Lopez,True,student
68ca15d73cf72d2806fa3c3a,2306@su.edu,Ava Garcia,True,student
68ca15d83cf72d2806fa3c3b,2307@su.edu,Morgan Guerrero,True,student
68ca15d83cf72d2806fa3c3c,2304@su.edu,Amelia Flores,True,student
68ca15d83cf72d2806fa3c3d,2301@su.edu,Mia Reyes,True,student
68ca15d93cf72d2806fa3c3e,2296@su.edu,Sofia Santos,True,student
68ca15d93cf72d2806fa3c3f,2303@su.edu,Evelyn Reyes,True,student
68ca15da3cf72d2806fa3c40,2308@su.edu,Sofia Castro,True,student
68ca15da3cf72d2806fa3c41,2300@su.edu,Isla Gonzales,True,student
68ca15da3cf72d2806fa3c42,2315@su.edu,Morgan Santiago,True,student
68ca15db3cf72d2806fa3c43,2310@su.edu,Jamie Navarro,True,student
68ca15db3cf72d2806fa3c44,2305@su.edu,Elijah Flores,True,student
68ca15db3cf72d2806fa3c45,2312@su.edu,Jamie Rivera,True,student
68ca15dc3cf72d2806fa3c46,2309@su.edu,Mateo Lopez,True,student
68ca15dc3cf72d2806fa3c47,2318@su.edu,Liam Flores,True,student
68ca15dc3cf72d2806fa3c48,2319@su.edu,Jamie Yap,True,student
68ca15dd3cf72d2806fa3c49,2314@su.edu,Mateo DelosReyes,True,student
68ca15dd3cf72d2806fa3c4a,2320@su.edu,Mateo Reyes,True,student
68ca15de3cf72d2806fa3c4b,2321@su.edu,Layla Torres,True,student
68ca15de3cf72d2806fa3c4c,2322@su.edu,Reese Navarro,True,student
68ca15de3cf72d2806fa3c4d,2323@su.edu,Morgan Navarro,True,student
68ca15df3cf72d2806fa3c4e,2324@su.edu,Morgan Bautista,True,student
68ca15df3cf72d2806fa3c4f,2311@su.edu,Noah Ramos,True,student
68ca15df3cf72d2806fa3c50,2325@su.edu,Isla Bautista,True,student
68ca15e03cf72d2806fa3c51,2326@su.edu,Chloe DelosReyes,True,student
68ca15e03cf72d2806fa3c52,2316@su.edu,Santiago Flores,True,student
68ca15e03cf72d2806fa3c53,2327@su.edu,Morgan Garcia,True,student
68ca15e13cf72d2806fa3c54,2317@su.edu,Evelyn Ramos,True,student
68ca15e13cf72d2806fa3c55,2328@su.edu,Ava Mendoza,True,student
68ca15e13cf72d2806fa3c56,2313@su.edu,Layla Cruz,True,student
68ca15e23cf72d2806fa3c57,2329@su.edu,Layla Ramos,True,student
68ca15e23cf72d2806fa3c58,2330@su.edu,Elijah Torres,True,student
68ca15e33cf72d2806fa3c59,2331@su.edu,Mateo Bautista,True,student
68ca15e33cf72d2806fa3c5a,2332@su.edu,Reese Ramos,True,student
68ca15e33cf72d2806fa3c5b,2334@su.edu,Mia Cruz,True,student
68ca15e43cf72d2806fa3c5c,2335@su.edu,Mateo Gonzales,True,student
68ca15e43cf72d2806fa3c5d,2333@su.edu,Jamie DelosReyes,True,student
68ca15e43cf72d2806fa3c5e,2338@su.edu,Chloe Mendoza,True,student
68ca15e53cf72d2806fa3c5f,2336@su.edu,Mia Castro,True,student
68ca15e53cf72d2806fa3c60,2337@su.edu,Elijah Guerrero,True,student
68ca15e53cf72d2806fa3c61,2339@su.edu,Sofia Ramos,True,student
68ca15e63cf72d2806fa3c62,2341@su.edu,Noah Gonzales,True,student
68ca15e63cf72d2806fa3c63,2345@su.edu,Sofia Santiago,True,student
68ca15e63cf72d2806fa3c64,2346@su.edu,Chloe Cruz,True,student
68ca15e73cf72d2806fa3c65,2343@su.edu,Evelyn Flores,True,student
68ca15e73cf72d2806fa3c66,2344@su.edu,Chloe DelosReyes,True,student
68ca15e83cf72d2806fa3c67,2340@su.edu,Mateo Torres,True,student
68ca15e83cf72d2806fa3c68,2342@su.edu,Zoey Castro,True,student
68ca15e83cf72d2806fa3c69,2351@su.edu,Ava Rivera,True,student
68ca15e93cf72d2806fa3c6a,2350@su.edu,Morgan Ramos,True,student
68ca15e93cf72d2806fa3c6b,2347@su.edu,Elijah Bautista,True,student
68ca15e93cf72d2806fa3c6c,2349@su.edu,Isla Bautista,True,student
68ca15ea3cf72d2806fa3c6d,2348@su.edu,Jamie Santos,True,student
68ca15ea3cf72d2806fa3c6e,2352@su.edu,Lucas Reyes,True,student
68ca15ea3cf72d2806fa3c6f,2356@su.edu,Amelia Santos,True,student
68ca15eb3cf72d2806fa3c70,2360@su.edu,Ethan Santos,True,student
68ca15eb3cf72d2806fa3c71,2357@su.edu,Ava Guerrero,True,student
68ca15eb3cf72d2806fa3c72,2354@su.edu,Mia Rivera,True,student
68ca15ec3cf72d2806fa3c73,2364@su.edu,Noah Navarro,True,student
68ca15ec3cf72d2806fa3c74,2353@su.edu,Evelyn DelosReyes,True,student
